file	genome	secondary_cluster	threshold	cluster_method	comparison_algorithm	primary_cluster	pipeline	completeness	contamination	length	N50	contigs	GC (%)	tag	type
Pipeline2_MT02_Fast_enzy_PCR_bin.69.fa	Pipeline2_MT02_Fast_enzy_PCR_bin.69	7_1	0.01	average	ANImf	7	Pipeline2	74.66	2.14	1962208	9169	268	51.88	some	Water
Pipeline1_MT02_Fast_enzy_PCR_bin.15.fa	Pipeline1_MT02_Fast_enzy_PCR_bin.15	7_1	0.01	average	ANImf	7	Pipeline1	74.66	2.136	1962208	9169	268	51.88	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.60.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.60	106_1	0.01	average	ANImf	106	Pipeline1	80.06	1.743	1962068	7462	324	47.31	some	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.101.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.101	92_1	0.01	average	ANImf	92	Pipeline2	65.99	2.16	1944969	8307	310	43.7	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.1.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.1	92_1	0.01	average	ANImf	92	Pipeline1	65.98	2.155	1937300	8307	309	43.7	some	Water
MT05_Fast_enzy_PCR@27543.fna	MT05_Fast_enzy_PCR_27543	118_2	0.01	average	ANImf	118	Pipeline3	67.87	1.26	1926287	15133	163	53.61	some	Water
bin.32.fa	bin.32	109_1	0.01	average	ANImf	109	Pipeline4	82.52	0.982	1922513	23487	122	49.03	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.13.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.13	59_1	0.01	average	ANImf	59	Pipeline2	90.11	0	1917751	14709	203	37.85	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.130.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.130	139_1	0.01	average	ANImf	139	Pipeline2	60.32	0.85	1915846	2904	694	60.92	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.46.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.46	139_1	0.01	average	ANImf	139	Pipeline1	60.31	0.854	1915846	2904	694	60.92	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.37.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.37	198_2	0.01	average	ANImf	198	Pipeline1	75.46	3.913	1915380	7194	316	61.95	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.109.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.109	176_2	0.01	average	ANImf	176	Pipeline1	68.27	0	1903300	9791	278	65.49	some	Water
bin.146.fa	bin.146	274_1	0.01	average	ANImf	274	Pipeline4	73.72	0	1902291	11675	209	39.64	some	Water
MT05_Fast_enzy_PCR@4242.fna	MT05_Fast_enzy_PCR_4242	140_1	0.01	average	ANImf	140	Pipeline3	69.45	0	1901759	4345	516	74.39	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.126.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.126	54_1	0.01	average	ANImf	54	Pipeline2	76.72	1.72	1887494	7789	317	41.9	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.52.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.52	167_1	0.01	average	ANImf	167	Pipeline2	50.48	0	1870191	3115	635	66.77	some	Water
Pipeline2_MT03_Fast_enzy_PCR_bin.58.fa	Pipeline2_MT03_Fast_enzy_PCR_bin.58	137_1	0.01	average	ANImf	137	Pipeline2	75.93	3.03	1862110	4107	522	57.78	some	Water
bin.30.fa	bin.30	21_1	0.01	average	ANImf	21	Pipeline4	81.6	0.8	1861998	43933	80	58.52	some	Water
bin.58.fa	bin.58	18_1	0.01	average	ANImf	18	Pipeline4	80.66	0	1855516	6058	332	59.04	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.89.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.89	167_1	0.01	average	ANImf	167	Pipeline1	50.47	0	1855512	3128	630	66.78	some	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.137.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.137	108_1	0.01	average	ANImf	108	Pipeline2	68.1	3.45	1838505	4291	467	47.42	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.28.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.28	108_1	0.01	average	ANImf	108	Pipeline1	68.1	3.448	1838505	4291	467	47.42	some	Water
MT08_Fast_enzy_PCR@12029.fna	MT08_Fast_enzy_PCR_12029	232_1	0.01	average	ANImf	232	Pipeline3	55.64	0	1830016	9548	247	61.08	some	Water
bin.154.fa	bin.154	29_1	0.01	average	ANImf	29	Pipeline4	83.2	0	1826813	39317	74	43.09	some	Water
MT04_Fast_enzy_PCR@15659.fna	MT04_Fast_enzy_PCR_15659	129_2	0.01	average	ANImf	129	Pipeline3	64.77	1.1	1824596	13885	176	61.9	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.122.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.122	59_1	0.01	average	ANImf	59	Pipeline1	95.6	0	1823819	15031	186	38.02	some	Water
MT07_Fast_enzy_PCR@6054.fna	MT07_Fast_enzy_PCR_6054	61_1	0.01	average	ANImf	61	Pipeline3	78.57	0	1820574	38199	86	41.27	some	Water
MT07_Fast_enzy_PCR@9458.fna	MT07_Fast_enzy_PCR_9458	112_1	0.01	average	ANImf	112	Pipeline3	79.46	1.32	1820286	15768	148	57.87	some	Water
Pipeline1_MT04_Fast_enzy_PCR_bin.5.fa	Pipeline1_MT04_Fast_enzy_PCR_bin.5	53_1	0.01	average	ANImf	53	Pipeline1	75.82	2.197	1815340	8407	289	42.28	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.13.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.13	213_1	0.01	average	ANImf	213	Pipeline1	77.14	3.493	1809727	13008	198	63.69	some	Water
Pipeline2_MT01_Fast_enzy_PCR_bin.6.fa	Pipeline2_MT01_Fast_enzy_PCR_bin.6	21_1	0.01	average	ANImf	21	Pipeline2	79.6	0.8	1804198	46367	64	58.55	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.26.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.26	21_1	0.01	average	ANImf	21	Pipeline1	79.6	0.8	1804198	46367	64	58.55	some	Water
MT07_Fast_enzy_PCR@4226.fna	MT07_Fast_enzy_PCR_4226	197_1	0.01	average	ANImf	197	Pipeline3	75.98	0.54	1796752	14232	170	57.04	some	Water
Pipeline1_MT04_Fast_enzy_PCR_bin.14.fa	Pipeline1_MT04_Fast_enzy_PCR_bin.14	142_1	0.01	average	ANImf	142	Pipeline1	69.67	1.502	1795092	4213	459	68.87	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.139.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.139	60_1	0.01	average	ANImf	60	Pipeline2	81.32	1.2	1790086	10996	220	41.14	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.99.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.99	60_1	0.01	average	ANImf	60	Pipeline1	81.31	1.198	1787633	11219	219	41.13	some	Water
Pipeline1_MT03_Fast_enzy_PCR_bin.17.fa	Pipeline1_MT03_Fast_enzy_PCR_bin.17	137_1	0.01	average	ANImf	137	Pipeline1	75.09	2.194	1780220	4154	491	57.88	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.35.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.35	121_2	0.01	average	ANImf	121	Pipeline1	54.81	0.78	1765574	5202	361	44.31	some	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.78.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.78	141_1	0.01	average	ANImf	141	Pipeline2	61.38	2.23	1765155	3915	522	75.65	some	Water
MT08_Fast_enzy_PCR@4763.fna	MT08_Fast_enzy_PCR_4763	234_2	0.01	average	ANImf	234	Pipeline3	51.33	0	1764713	11571	207	64.31	some	Water
Pipeline2_MT01_Fast_enzy_PCR_bin.17.fa	Pipeline2_MT01_Fast_enzy_PCR_bin.17	29_1	0.01	average	ANImf	29	Pipeline2	80	0	1755914	41332	62	43.1	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.5.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.5	29_1	0.01	average	ANImf	29	Pipeline1	80	0	1755914	41332	62	43.1	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.21.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.21	146_1	0.01	average	ANImf	146	Pipeline2	80.57	2.26	1741458	4464	434	57.38	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.164.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.164	84_1	0.01	average	ANImf	84	Pipeline2	76.82	2.15	1731967	14620	208	38.94	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.32.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.32	84_1	0.01	average	ANImf	84	Pipeline1	76.81	2.152	1731967	14620	208	38.94	some	Water
MT05_Fast_enzy_PCR@3551.fna	MT05_Fast_enzy_PCR_3551	141_1	0.01	average	ANImf	141	Pipeline3	68.09	1.9	1730533	4409	464	75.45	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.30.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.30	232_2	0.01	average	ANImf	232	Pipeline1	66.49	0.574	1726469	10741	191	61.3	some	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.5.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.5	198_1	0.01	average	ANImf	198	Pipeline2	66.06	0.76	1718747	5086	418	61.77	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.14.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.14	18_1	0.01	average	ANImf	18	Pipeline1	79.65	0	1716183	6544	285	58.94	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.104.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.104	138_1	0.01	average	ANImf	138	Pipeline2	50.81	0	1709457	3069	579	60.29	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.35.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.35	79_1	0.01	average	ANImf	79	Pipeline1	77.81	1.727	1705221	11701	189	41.78	some	Water
MT06_Fast_enzy_PCR@15065.fna	MT06_Fast_enzy_PCR_15065	112_3	0.01	average	ANImf	112	Pipeline3	71.95	0	1678232	15571	148	57.9	some	Water
MT02_Fast_enzy_PCR@5671.fna	MT02_Fast_enzy_PCR_5671	7_1	0.01	average	ANImf	7	Pipeline3	63.72	2.14	1656546	9769	207	51.84	some	Water
MT05_Fast_enzy_PCR@8009.fna	MT05_Fast_enzy_PCR_8009	144_1	0.01	average	ANImf	144	Pipeline3	77.45	4.27	1655579	8987	266	69.09	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.26.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.26	121_1	0.01	average	ANImf	121	Pipeline1	61.71	2.072	1651471	5533	361	44.37	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.65.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.65	198_1	0.01	average	ANImf	198	Pipeline1	66.06	0.264	1638259	5067	402	61.95	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.68.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.68	25_1	0.01	average	ANImf	25	Pipeline1	70.2	2.842	1624145	5610	352	62.65	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.20.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.20	4_1	0.01	average	ANImf	4	Pipeline1	89.77	1.507	1608979	5970	387	45.35	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.81.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.81	71_1	0.01	average	ANImf	71	Pipeline2	70.3	1.17	1577099	35561	73	37.15	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.52.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.52	71_1	0.01	average	ANImf	71	Pipeline1	70.3	1.172	1573978	35561	72	37.14	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.90.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.90	33_1	0.01	average	ANImf	33	Pipeline1	83.2	0	1554355	21487	155	55.81	some	Water
MT07_Fast_enzy_PCR@3733.fna	MT07_Fast_enzy_PCR_3733	71_1	0.01	average	ANImf	71	Pipeline3	69.56	0.43	1542087	35561	68	37.08	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.80.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.80	54_1	0.01	average	ANImf	54	Pipeline1	75	0	1532341	8296	240	42.07	some	Water
bin.27.fa	bin.27	92_1	0.01	average	ANImf	92	Pipeline4	54.81	0.273	1529479	9459	188	43.8	some	Water
Pipeline1_MT03_Fast_enzy_PCR_bin.15.fa	Pipeline1_MT03_Fast_enzy_PCR_bin.15	16_1	0.01	average	ANImf	16	Pipeline1	52.4	0.047	1511862	9197	179	38.56	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.6.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.6	82_1	0.01	average	ANImf	82	Pipeline2	64.04	1.76	1483409	21434	121	41.07	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.114.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.114	51_1	0.01	average	ANImf	51	Pipeline2	82.97	1.1	1480489	6706	284	38.47	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.71.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.71	4_1	0.01	average	ANImf	4	Pipeline2	75.57	0.1	1479006	6317	286	45.22	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.40.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.40	51_1	0.01	average	ANImf	51	Pipeline1	82.96	1.098	1475123	6882	282	38.47	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.29.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.29	272_1	0.01	average	ANImf	272	Pipeline1	69.11	1.066	1473755	9731	202	44.34	some	Water
MT04_Fast_enzy_PCR@5794.fna	MT04_Fast_enzy_PCR_5794	142_1	0.01	average	ANImf	142	Pipeline3	62.44	1.85	1464828	4688	360	69.41	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.103.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.103	146_1	0.01	average	ANImf	146	Pipeline1	75.52	0.275	1461931	4663	348	57.36	some	Water
Pipeline2_MT01_Fast_enzy_PCR_bin.35.fa	Pipeline2_MT01_Fast_enzy_PCR_bin.35	3_1	0.01	average	ANImf	3	Pipeline2	82.66	3.51	1451101	13575	158	33.71	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.22.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.22	3_1	0.01	average	ANImf	3	Pipeline1	82.65	3.512	1451101	13575	158	33.71	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.183.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.183	73_1	0.01	average	ANImf	73	Pipeline2	78.02	1.1	1434599	11718	163	44.98	some	Water
MT08_Fast_enzy_PCR@7555.fna	MT08_Fast_enzy_PCR_7555	33_1	0.01	average	ANImf	33	Pipeline3	77.6	0.4	1415056	23943	101	56.34	some	Water
MT04_Fast_enzy_PCR@21638.fna	MT04_Fast_enzy_PCR_21638	53_1	0.01	average	ANImf	53	Pipeline3	80.22	3.3	1413366	11925	155	41.76	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.176.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.176	4_2	0.01	average	ANImf	4	Pipeline2	85.23	2.41	1410050	9029	211	45.24	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.108.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.108	4_2	0.01	average	ANImf	4	Pipeline1	85.22	2.406	1410050	9029	211	45.24	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.102.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.102	33_1	0.01	average	ANImf	33	Pipeline2	78.8	0	1406634	21767	98	56.4	some	Water
MT08_Fast_enzy_PCR@3848.fna	MT08_Fast_enzy_PCR_3848	25_1	0.01	average	ANImf	25	Pipeline3	64.61	2.84	1395438	6399	289	62.63	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.38.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.38	82_1	0.01	average	ANImf	82	Pipeline1	63.15	1.408	1382712	22207	96	41.2	some	Water
MT08_Fast_enzy_PCR@2300.fna	MT08_Fast_enzy_PCR_2300	27_1	0.01	average	ANImf	27	Pipeline3	80.27	0	1327199	57880	39	61.43	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.78.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.78	27_1	0.01	average	ANImf	27	Pipeline1	72.66	0	1324847	59567	43	61.56	some	Water
Pipeline1_MT02_Fast_enzy_PCR_bin.9.fa	Pipeline1_MT02_Fast_enzy_PCR_bin.9	34_1	0.01	average	ANImf	34	Pipeline1	74.93	2	1321572	15462	114	45.16	some	Water
MT07_Fast_enzy_PCR@7522.fna	MT07_Fast_enzy_PCR_7522	4_2	0.01	average	ANImf	4	Pipeline3	75.91	4.68	1311489	9211	196	45.32	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.169.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.169	27_1	0.01	average	ANImf	27	Pipeline2	71.07	0	1275302	59567	38	61.68	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.131.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.131	2_1	0.01	average	ANImf	2	Pipeline2	74.85	3.98	1274809	5675	274	49.99	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.115.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.115	2_1	0.01	average	ANImf	2	Pipeline1	74.85	3.977	1274809	5675	274	49.99	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.198.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.198	266_1	0.01	average	ANImf	266	Pipeline2	98.06	3.88	1259877	12418	156	33.2	some	Water
Pipeline2_MT03_Fast_enzy_PCR_bin.15.fa	Pipeline2_MT03_Fast_enzy_PCR_bin.15	97_1	0.01	average	ANImf	97	Pipeline2	94.51	1.1	1229561	61982	33	36.52	some	Water
MT05_Fast_enzy_PCR@2136.fna	MT05_Fast_enzy_PCR_2136	121_1	0.01	average	ANImf	121	Pipeline3	54.21	0.17	1229343	6803	231	44.71	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.85.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.85	83_1	0.01	average	ANImf	83	Pipeline1	60.14	1.785	1223717	5358	267	41.96	some	Water
bin.139.fa	bin.139	144_1	0.01	average	ANImf	144	Pipeline4	56.12	0.854	1212472	11748	114	69	some	Water
MT06_Fast_enzy_PCR@6628.fna	MT06_Fast_enzy_PCR_6628	121_2	0.01	average	ANImf	121	Pipeline3	53.08	0.59	1211702	5545	256	44.43	some	Water
Pipeline1_MT03_Fast_enzy_PCR_bin.10.fa	Pipeline1_MT03_Fast_enzy_PCR_bin.10	97_1	0.01	average	ANImf	97	Pipeline1	94.5	0	1201988	61982	24	36.57	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.7.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.7	266_1	0.01	average	ANImf	266	Pipeline1	97.57	1.456	1201049	12706	128	33.2	some	Water
MT07_Fast_enzy_PCR@8539.fna	MT07_Fast_enzy_PCR_8539	82_1	0.01	average	ANImf	82	Pipeline3	51.89	0.35	1197983	22946	71	41.1	some	Water
MT03_Fast_enzy_PCR@37469.fna	MT03_Fast_enzy_PCR_37469	97_1	0.01	average	ANImf	97	Pipeline3	90.11	0	1193512	61982	22	36.43	some	Water
bin.74.fa	bin.74	272_1	0.01	average	ANImf	272	Pipeline4	60.93	0	1178917	11231	131	44.09	some	Water
MT08_Fast_enzy_PCR@8424.fna	MT08_Fast_enzy_PCR_8424	60_1	0.01	average	ANImf	60	Pipeline3	56.78	0	1171094	18010	99	41	some	Water
MT08_Fast_enzy_PCR@3053.fna	MT08_Fast_enzy_PCR_3053	266_1	0.01	average	ANImf	266	Pipeline3	94.17	2.43	1170613	12769	120	33.16	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.10.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.10	141_1	0.01	average	ANImf	141	Pipeline1	51.6	0	1159288	5052	247	75.25	some	Water
Pipeline2_MT01_Fast_enzy_PCR_bin.25.fa	Pipeline2_MT01_Fast_enzy_PCR_bin.25	47_1	0.01	average	ANImf	47	Pipeline2	76.92	3.49	1134927	72933	79	32.35	some	Water
Pipeline1_MT01_Fast_enzy_PCR_bin.6.fa	Pipeline1_MT01_Fast_enzy_PCR_bin.6	47_1	0.01	average	ANImf	47	Pipeline1	76.92	3.49	1134927	72933	79	32.35	some	Water
MT07_Fast_enzy_PCR@3031.fna	MT07_Fast_enzy_PCR_3031	83_1	0.01	average	ANImf	83	Pipeline3	56.57	0	1134466	6227	222	42.11	some	Water
MT07_Fast_enzy_PCR@21024.fna	MT07_Fast_enzy_PCR_21024	73_1	0.01	average	ANImf	73	Pipeline3	62.64	0	1104487	14305	103	45.5	some	Water
MT03_Fast_enzy_PCR@7286.fna	MT03_Fast_enzy_PCR_7286	16_1	0.01	average	ANImf	16	Pipeline3	53.43	0	1103712	11227	119	38.26	some	Water
MT06_Fast_enzy_PCR@5625.fna	MT06_Fast_enzy_PCR_5625	26_1	0.01	average	ANImf	26	Pipeline3	62.89	0	1073308	10411	135	59.22	some	Water
bin.4.fa	bin.4	34_1	0.01	average	ANImf	34	Pipeline4	54.53	0.4	1071791	18487	78	45.41	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.52.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.52	26_1	0.01	average	ANImf	26	Pipeline2	61.45	0.8	1068185	9557	147	59.53	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.61.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.61	26_1	0.01	average	ANImf	26	Pipeline1	60.64	0.8	1063991	9557	146	59.53	some	Water
Pipeline2_MT02_Fast_enzy_PCR_bin.95.fa	Pipeline2_MT02_Fast_enzy_PCR_bin.95	270_1	0.01	average	ANImf	270	Pipeline2	65.16	1.6	1055685	5693	223	36.65	some	Water
MT07_Fast_enzy_PCR@5591.fna	MT07_Fast_enzy_PCR_5591	84_1	0.01	average	ANImf	84	Pipeline3	52.47	0	1038460	19505	73	38.95	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.84.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.84	95_1	0.01	average	ANImf	95	Pipeline2	75.36	0	1029901	17146	90	29.49	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.19.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.19	95_1	0.01	average	ANImf	95	Pipeline1	75.35	0	1029901	17146	90	29.49	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.71.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.71	62_1	0.01	average	ANImf	62	Pipeline1	57.22	1.198	1026295	13711	93	38.84	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.39.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.39	86_1	0.01	average	ANImf	86	Pipeline2	88.08	1.87	982738	9195	136	35.95	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.59.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.59	86_1	0.01	average	ANImf	86	Pipeline1	88.08	1.869	982738	9195	136	35.95	some	Water
Pipeline1_MT02_Fast_enzy_PCR_bin.25.fa	Pipeline1_MT02_Fast_enzy_PCR_bin.25	270_1	0.01	average	ANImf	270	Pipeline1	61.55	0	968390	6183	193	36.78	some	Water
MT06_Fast_enzy_PCR@11766.fna	MT06_Fast_enzy_PCR_11766	95_1	0.01	average	ANImf	95	Pipeline3	69.22	0	945264	22309	63	29.42	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.131.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.131	49_1	0.01	average	ANImf	49	Pipeline2	63.61	1.84	938869	2829	346	33.83	some	Water
Pipeline2_MT07_Fast_enzy_PCR_bin.110.fa	Pipeline2_MT07_Fast_enzy_PCR_bin.110	14_1	0.01	average	ANImf	14	Pipeline2	71.04	0.27	932884	8581	153	43.69	some	Water
Pipeline1_MT07_Fast_enzy_PCR_bin.102.fa	Pipeline1_MT07_Fast_enzy_PCR_bin.102	14_1	0.01	average	ANImf	14	Pipeline1	71.04	0.266	932884	8581	153	43.69	some	Water
Pipeline2_MT04_Fast_enzy_PCR_bin.22.fa	Pipeline2_MT04_Fast_enzy_PCR_bin.22	97_2	0.01	average	ANImf	97	Pipeline2	69.14	0.42	902392	10238	130	36.18	some	Water
Pipeline1_MT04_Fast_enzy_PCR_bin.1.fa	Pipeline1_MT04_Fast_enzy_PCR_bin.1	97_2	0.01	average	ANImf	97	Pipeline1	69.14	0.421	902392	10238	130	36.18	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.25.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.25	49_1	0.01	average	ANImf	49	Pipeline1	61.4	0	900799	2816	333	33.78	some	Water
Pipeline2_MT05_Fast_enzy_PCR_bin.91.fa	Pipeline2_MT05_Fast_enzy_PCR_bin.91	77_1	0.01	average	ANImf	77	Pipeline2	68.38	0	900003	218470	7	42.26	some	Water
Pipeline1_MT05_Fast_enzy_PCR_bin.61.fa	Pipeline1_MT05_Fast_enzy_PCR_bin.61	77_1	0.01	average	ANImf	77	Pipeline1	68.37	0	900003	218470	7	42.26	some	Water
Pipeline2_MT02_Fast_enzy_PCR_bin.78.fa	Pipeline2_MT02_Fast_enzy_PCR_bin.78	15_1	0.01	average	ANImf	15	Pipeline2	66.4	2	897677	11757	113	36.93	some	Water
Pipeline1_MT02_Fast_enzy_PCR_bin.37.fa	Pipeline1_MT02_Fast_enzy_PCR_bin.37	15_1	0.01	average	ANImf	15	Pipeline1	66.4	2	897677	11757	113	36.93	some	Water
MT05_Fast_enzy_PCR@37164.fna	MT05_Fast_enzy_PCR_37164	77_1	0.01	average	ANImf	77	Pipeline3	68.38	0	896632	218470	5	42.26	some	Water
bin.39.fa	bin.39	270_1	0.01	average	ANImf	270	Pipeline4	57.02	0	858103	6676	155	36.76	some	Water
Pipeline2_MT08_Fast_enzy_PCR_bin.89.fa	Pipeline2_MT08_Fast_enzy_PCR_bin.89	23_1	0.01	average	ANImf	23	Pipeline2	63.82	0.04	845076	5981	177	65.09	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.34.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.34	23_1	0.01	average	ANImf	23	Pipeline1	63.82	0.042	845076	5981	177	65.09	some	Water
Pipeline2_MT06_Fast_enzy_PCR_bin.124.fa	Pipeline2_MT06_Fast_enzy_PCR_bin.124	31_1	0.01	average	ANImf	31	Pipeline2	81.28	0.93	830754	10138	112	38.83	some	Water
Pipeline1_MT06_Fast_enzy_PCR_bin.33.fa	Pipeline1_MT06_Fast_enzy_PCR_bin.33	31_1	0.01	average	ANImf	31	Pipeline1	81.28	0.933	830754	10138	112	38.83	some	Water
Pipeline1_MT08_Fast_enzy_PCR_bin.46.fa	Pipeline1_MT08_Fast_enzy_PCR_bin.46	102_1	0.01	average	ANImf	102	Pipeline1	58.37	1.025	819148	51724	47	47.38	some	Water
